Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,age,LoanAmountScale,TotalIncome,MonthlyPayment,DebtToIncomeRatio,TotalIncomeCut
Male,No,0,Graduate,No,3858,0.0,360.0,1.0,Semiurban,Y,48.0,76000.0,3858.0,211.11111111111111,0.054720350210241346,1st part
Male,No,0,Graduate,No,4191,0.0,360.0,1.0,Rural,Y,37.0,120000.0,4191.0,333.3333333333333,0.07953551260637874,1st part
Male,Yes,1,Graduate,No,3125,2583.0,360.0,1.0,Semiurban,N,75.0,170000.0,5708.0,472.22222222222223,0.08272989176983571,2nd part
Male,No,0,Graduate,No,8333,3750.0,360.0,1.0,Rural,Y,40.0,187000.0,12083.0,519.4444444444445,0.04298969166965526,3rd part
Female,No,0,Not Graduate,No,1907,2365.0,360.0,1.0,Urban,Y,45.0,120000.0,4272.0,333.3333333333333,0.0780274656679151,1st part
Female,Yes,0,Graduate,No,3416,2816.0,360.0,1.0,Semiurban,Y,54.0,113000.0,6232.0,313.8888888888889,0.050367279988589364,2nd part
Male,No,0,Graduate,Yes,11000,0.0,360.0,1.0,Urban,N,68.0,83000.0,11000.0,230.55555555555554,0.02095959595959596,3rd part
Male,Yes,1,Not Graduate,No,2600,2500.0,360.0,1.0,Semiurban,Y,46.0,90000.0,5100.0,250.0,0.049019607843137254,1st part
Male,No,2,Graduate,No,4923,0.0,360.0,0.0,Semiurban,Y,47.0,166000.0,4923.0,461.1111111111111,0.09366465795472498,1st part
Male,Yes,3+,Not Graduate,No,3992,0.0,180.0,1.0,Urban,N,81.0,128000.0,3992.0,711.1111111111111,0.1781340458695168,1st part
Male,Yes,1,Not Graduate,No,3500,1083.0,360.0,1.0,Urban,Y,40.0,135000.0,4583.0,375.0,0.08182413266419376,1st part
Male,Yes,2,Not Graduate,No,3917,0.0,360.0,1.0,Semiurban,Y,57.0,124000.0,3917.0,344.44444444444446,0.08793577851530367,1st part
Female,No,0,Not Graduate,No,4408,0.0,360.0,1.0,Semiurban,Y,45.0,120000.0,4408.0,333.3333333333333,0.07562008469449485,1st part
Female,No,0,Graduate,No,3244,0.0,360.0,1.0,Urban,Y,49.0,80000.0,3244.0,222.22222222222223,0.06850253459377997,1st part
Male,No,0,Not Graduate,No,3975,2531.0,360.0,1.0,Rural,Y,32.0,55000.0,6506.0,152.77777777777777,0.02348259726064829,2nd part
Male,No,0,Graduate,No,2479,0.0,360.0,1.0,Urban,Y,35.0,59000.0,2479.0,163.88888888888889,0.0661108870064094,1st part
Male,No,0,Graduate,No,3418,0.0,360.0,1.0,Semiurban,N,76.0,127000.0,3418.0,352.77777777777777,0.10321175476236916,1st part
Female,No,0,Graduate,No,10000,0.0,360.0,1.0,Semiurban,N,68.0,214000.0,10000.0,594.4444444444445,0.059444444444444446,3rd part
Male,Yes,3+,Graduate,No,3430,1250.0,360.0,0.0,Semiurban,N,69.0,128000.0,4680.0,355.55555555555554,0.07597340930674264,1st part
Male,Yes,1,Graduate,Yes,7787,0.0,360.0,1.0,Urban,Y,33.0,240000.0,7787.0,666.6666666666666,0.08561277342579512,2nd part
Male,Yes,3+,Not Graduate,Yes,5703,0.0,360.0,1.0,Rural,Y,51.0,130000.0,5703.0,361.1111111111111,0.06331950045784869,2nd part
Male,Yes,0,Graduate,No,3173,3021.0,360.0,1.0,Urban,Y,36.0,137000.0,6194.0,380.55555555555554,0.06143938578552721,2nd part
Male,Yes,3+,Not Graduate,No,3850,983.0,360.0,1.0,Semiurban,Y,39.0,100000.0,4833.0,277.77777777777777,0.05747522817665586,1st part
Male,Yes,0,Graduate,No,150,1800.0,360.0,1.0,Rural,N,77.0,135000.0,1950.0,375.0,0.19230769230769232,1st part
Male,Yes,0,Graduate,No,3727,1775.0,360.0,1.0,Semiurban,Y,38.0,131000.0,5502.0,363.8888888888889,0.06613756613756615,2nd part
Male,Yes,2,Graduate,No,5000,0.0,360.0,0.0,Semiurban,N,63.0,72000.0,5000.0,200.0,0.04,1st part
Female,Yes,2,Graduate,No,4283,2383.0,360.0,1.0,Semiurban,Y,33.0,127000.0,6666.0,352.77777777777777,0.05292195886255292,2nd part
Male,Yes,0,Graduate,No,2221,0.0,360.0,0.0,Urban,N,84.0,60000.0,2221.0,166.66666666666666,0.07504127269998499,1st part
Male,Yes,2,Graduate,No,4009,1717.0,360.0,1.0,Semiurban,Y,52.0,116000.0,5726.0,322.22222222222223,0.05627352815616874,2nd part
Male,No,0,Graduate,No,2971,2791.0,360.0,1.0,Semiurban,Y,44.0,144000.0,5762.0,400.0,0.06942034015966678,2nd part
Male,Yes,0,Graduate,No,7578,1010.0,360.0,1.0,Semiurban,Y,35.0,175000.0,8588.0,486.1111111111111,0.05660352947264917,2nd part
Male,Yes,0,Graduate,No,6250,0.0,360.0,1.0,Semiurban,Y,44.0,128000.0,6250.0,355.55555555555554,0.056888888888888885,2nd part
Male,Yes,0,Graduate,No,3250,0.0,360.0,1.0,Rural,N,81.0,170000.0,3250.0,472.22222222222223,0.1452991452991453,1st part
Male,Yes,0,Not Graduate,Yes,4735,0.0,360.0,1.0,Urban,N,64.0,138000.0,4735.0,383.3333333333333,0.08095740936290038,1st part
Male,Yes,2,Graduate,No,6250,1695.0,360.0,1.0,Semiurban,Y,51.0,210000.0,7945.0,583.3333333333334,0.07342143906020558,2nd part
Male,Yes,0,Graduate,No,4758,0.0,480.0,1.0,Semiurban,Y,39.0,158000.0,4758.0,329.1666666666667,0.0691817290177946,1st part
Male,No,0,Graduate,Yes,6400,0.0,360.0,1.0,Rural,Y,38.0,200000.0,6400.0,555.5555555555555,0.08680555555555555,2nd part
Male,Yes,1,Graduate,No,2491,2054.0,360.0,1.0,Semiurban,Y,56.0,104000.0,4545.0,288.8888888888889,0.06356191174673023,1st part
Male,Yes,0,Graduate,No,3716,0.0,180.0,1.0,Rural,Y,38.0,42000.0,3716.0,233.33333333333334,0.06279153211338356,1st part
Male,No,0,Not Graduate,No,3189,2598.0,360.0,1.0,Rural,Y,45.0,120000.0,5787.0,333.3333333333333,0.05760036864235931,2nd part
Female,No,0,Graduate,No,8333,0.0,360.0,1.0,Semiurban,Y,44.0,280000.0,8333.0,777.7777777777778,0.09333706681600598,2nd part
Male,Yes,1,Graduate,No,3155,1779.0,360.0,1.0,Semiurban,Y,52.0,140000.0,4934.0,388.8888888888889,0.07881817772373104,1st part
Male,Yes,1,Graduate,No,5500,1260.0,360.0,1.0,Rural,Y,36.0,170000.0,6760.0,472.22222222222223,0.06985535831689678,2nd part
Male,Yes,0,Graduate,No,5746,0.0,360.0,1.0,Urban,N,68.0,255000.0,5746.0,708.3333333333334,0.1232741617357002,2nd part
Female,No,0,Graduate,Yes,3463,0.0,360.0,1.0,Urban,Y,55.0,122000.0,3463.0,338.8888888888889,0.09785991593672795,1st part
Female,No,1,Graduate,No,3812,0.0,360.0,1.0,Rural,Y,48.0,112000.0,3812.0,311.1111111111111,0.08161361781508686,1st part
Male,Yes,1,Graduate,No,3315,0.0,360.0,1.0,Semiurban,Y,32.0,96000.0,3315.0,266.6666666666667,0.08044243338360986,1st part
Male,Yes,2,Graduate,No,5819,5000.0,360.0,1.0,Rural,Y,57.0,120000.0,10819.0,333.3333333333333,0.03080999476230089,3rd part
Male,Yes,1,Not Graduate,No,2510,1983.0,180.0,1.0,Urban,N,80.0,140000.0,4493.0,777.7777777777778,0.1731087865074066,1st part
Male,No,0,Graduate,No,2965,5701.0,60.0,1.0,Urban,Y,40.0,155000.0,8666.0,2583.3333333333335,0.2980998538349104,2nd part
Male,Yes,2,Graduate,Yes,6250,1300.0,360.0,1.0,Rural,Y,56.0,108000.0,7550.0,300.0,0.039735099337748346,2nd part
Male,Yes,0,Not Graduate,No,3406,4417.0,360.0,1.0,Semiurban,Y,52.0,123000.0,7823.0,341.6666666666667,0.04367463462439814,2nd part
Male,No,0,Graduate,Yes,6050,4333.0,180.0,1.0,Urban,N,84.0,120000.0,10383.0,666.6666666666666,0.06420751870043982,3rd part
Male,Yes,2,Graduate,No,9703,0.0,360.0,1.0,Urban,Y,45.0,112000.0,9703.0,311.1111111111111,0.032063393910245395,3rd part
Male,Yes,1,Not Graduate,No,6608,0.0,180.0,1.0,Urban,Y,45.0,137000.0,6608.0,761.1111111111111,0.1151802528921173,2nd part
Male,Yes,1,Graduate,No,2882,1843.0,480.0,1.0,Semiurban,Y,40.0,123000.0,4725.0,256.25,0.05423280423280423,1st part
Male,Yes,0,Graduate,No,1809,1868.0,360.0,1.0,Urban,Y,46.0,90000.0,3677.0,250.0,0.06799020940984499,1st part
Male,Yes,0,Not Graduate,No,1668,3890.0,360.0,0.0,Semiurban,N,61.0,201000.0,5558.0,558.3333333333334,0.10045579944824277,2nd part
Female,No,2,Graduate,No,3427,0.0,360.0,1.0,Urban,N,74.0,138000.0,3427.0,383.3333333333333,0.11185682326621924,1st part
Male,No,0,Not Graduate,Yes,2583,2167.0,360.0,1.0,Rural,Y,38.0,104000.0,4750.0,288.8888888888889,0.060818713450292404,1st part
Male,Yes,1,Not Graduate,No,2661,7101.0,180.0,1.0,Semiurban,Y,33.0,279000.0,9762.0,1550.0,0.15877893874206106,3rd part
Male,No,0,Graduate,Yes,16250,0.0,360.0,0.0,Urban,N,68.0,192000.0,16250.0,533.3333333333334,0.03282051282051282,4th part
Female,No,3+,Graduate,No,3083,0.0,360.0,1.0,Rural,Y,38.0,255000.0,3083.0,708.3333333333334,0.22975456806141206,1st part
Male,No,0,Not Graduate,No,6045,0.0,360.0,0.0,Rural,N,67.0,115000.0,6045.0,319.44444444444446,0.052844407683117364,2nd part
Male,Yes,3+,Graduate,No,5250,0.0,360.0,1.0,Urban,N,67.0,94000.0,5250.0,261.1111111111111,0.04973544973544973,1st part
Male,Yes,0,Graduate,No,14683,2100.0,360.0,1.0,Rural,N,76.0,304000.0,16783.0,844.4444444444445,0.05031546472290082,4th part
Male,Yes,3+,Not Graduate,No,4931,0.0,360.0,1.0,Semiurban,N,71.0,128000.0,4931.0,355.55555555555554,0.07210617634466752,1st part
Male,Yes,1,Graduate,No,6083,4250.0,360.0,1.0,Urban,Y,40.0,330000.0,10333.0,916.6666666666666,0.08871253911416498,3rd part
Male,No,0,Graduate,No,2060,2209.0,360.0,1.0,Semiurban,Y,55.0,134000.0,4269.0,372.22222222222223,0.08719190026287707,1st part
Female,No,1,Graduate,No,3481,0.0,36.0,1.0,Semiurban,N,61.0,155000.0,3481.0,4305.555555555556,1.2368731845893581,1st part
Female,No,0,Graduate,No,7200,0.0,360.0,1.0,Rural,Y,42.0,120000.0,7200.0,333.3333333333333,0.046296296296296294,2nd part
Male,No,0,Graduate,Yes,5166,0.0,360.0,1.0,Semiurban,Y,44.0,128000.0,5166.0,355.55555555555554,0.06882608508624768,1st part
Male,No,0,Graduate,No,4095,3447.0,360.0,1.0,Rural,Y,44.0,151000.0,7542.0,419.44444444444446,0.05561448481098442,2nd part
Male,Yes,2,Graduate,No,4708,1387.0,360.0,1.0,Semiurban,Y,57.0,150000.0,6095.0,416.6666666666667,0.06836204539239814,2nd part
Male,Yes,3+,Graduate,No,4333,1811.0,360.0,0.0,Urban,Y,42.0,160000.0,6144.0,444.44444444444446,0.07233796296296297,2nd part
Female,No,0,Graduate,No,3418,0.0,360.0,1.0,Rural,N,82.0,135000.0,3418.0,375.0,0.10971328262141604,1st part
Female,No,1,Graduate,No,2876,1560.0,360.0,1.0,Urban,Y,49.0,90000.0,4436.0,250.0,0.0563570784490532,1st part
Female,No,0,Graduate,No,3237,0.0,360.0,1.0,Urban,Y,39.0,30000.0,3237.0,83.33333333333333,0.025744001647616106,1st part
Male,Yes,0,Graduate,No,11146,0.0,360.0,1.0,Urban,Y,45.0,136000.0,11146.0,377.77777777777777,0.033893574177083954,3rd part
Male,No,0,Graduate,No,2833,1857.0,360.0,1.0,Rural,Y,44.0,126000.0,4690.0,350.0,0.07462686567164178,1st part
Male,Yes,0,Graduate,No,2620,2223.0,360.0,1.0,Semiurban,Y,33.0,150000.0,4843.0,416.6666666666667,0.08603482689792828,1st part
Male,Yes,2,Graduate,No,3900,0.0,360.0,1.0,Semiurban,Y,55.0,90000.0,3900.0,250.0,0.0641025641025641,1st part
Male,Yes,1,Graduate,No,2750,1842.0,360.0,1.0,Semiurban,Y,41.0,115000.0,4592.0,319.44444444444446,0.06956542779713512,1st part
Male,Yes,0,Graduate,No,3993,3274.0,360.0,1.0,Semiurban,Y,46.0,207000.0,7267.0,575.0,0.07912481078849594,2nd part
Male,Yes,0,Graduate,No,3103,1300.0,360.0,1.0,Urban,Y,56.0,80000.0,4403.0,222.22222222222223,0.050470638705932824,1st part
Female,Yes,0,Not Graduate,No,4100,0.0,360.0,1.0,Rural,Y,33.0,124000.0,4100.0,344.44444444444446,0.08401084010840108,1st part
Male,No,1,Not Graduate,Yes,4053,2426.0,360.0,0.0,Urban,N,80.0,158000.0,6479.0,438.8888888888889,0.06774022054157879,2nd part
Male,Yes,0,Graduate,No,3927,800.0,360.0,1.0,Semiurban,Y,35.0,112000.0,4727.0,311.1111111111111,0.06581576287520861,1st part
Male,Yes,2,Graduate,No,2301,985.7999877999998,180.0,1.0,Urban,Y,49.0,78000.0,3286.7999878,433.3333333333333,0.1318404937756442,1st part
Female,No,0,Graduate,No,1811,1666.0,360.0,1.0,Urban,Y,56.0,54000.0,3477.0,150.0,0.04314063848144953,1st part
Male,Yes,0,Graduate,No,20667,0.0,360.0,1.0,Rural,N,79.0,128000.0,20667.0,355.55555555555554,0.01720402359101735,5th part
Male,No,0,Graduate,No,3158,3053.0,360.0,1.0,Rural,Y,46.0,89000.0,6211.0,247.22222222222223,0.03980393209180844,2nd part
Female,No,0,Graduate,Yes,2600,1717.0,300.0,1.0,Semiurban,N,76.0,99000.0,4317.0,330.0,0.07644197359277276,1st part
Male,Yes,0,Graduate,No,3704,2000.0,360.0,1.0,Rural,Y,55.0,120000.0,5704.0,333.3333333333333,0.058438522674146794,2nd part
Female,No,0,Graduate,No,4124,0.0,360.0,1.0,Semiurban,Y,37.0,115000.0,4124.0,319.44444444444446,0.07745985558788662,1st part
Male,No,0,Graduate,No,9508,0.0,360.0,1.0,Rural,Y,33.0,187000.0,9508.0,519.4444444444445,0.054632356378254573,3rd part
Male,Yes,0,Graduate,No,3075,2416.0,360.0,1.0,Rural,Y,50.0,139000.0,5491.0,386.1111111111111,0.07031708452214734,2nd part
Male,Yes,2,Graduate,No,4400,0.0,360.0,0.0,Semiurban,N,81.0,127000.0,4400.0,352.77777777777777,0.08017676767676768,1st part
Male,Yes,2,Graduate,No,3153,1560.0,360.0,1.0,Urban,Y,37.0,134000.0,4713.0,372.22222222222223,0.07897776834759648,1st part
Female,No,0,Graduate,No,5417,0.0,480.0,0.0,Urban,N,80.0,143000.0,5417.0,297.9166666666667,0.05499661559288659,2nd part
Male,Yes,0,Graduate,No,2383,3334.0,360.0,1.0,Semiurban,Y,34.0,172000.0,5717.0,477.77777777777777,0.08357141468913377,2nd part
Male,Yes,3+,Graduate,No,4416,1250.0,360.0,1.0,Urban,Y,50.0,110000.0,5666.0,305.55555555555554,0.05392791308781425,2nd part
Male,Yes,1,Graduate,No,6875,0.0,360.0,1.0,Semiurban,Y,46.0,200000.0,6875.0,555.5555555555555,0.0808080808080808,2nd part
Female,Yes,1,Graduate,No,4666,0.0,360.0,1.0,Urban,Y,45.0,135000.0,4666.0,375.0,0.0803686240891556,1st part
Female,No,0,Graduate,No,5000,2541.0,480.0,1.0,Rural,N,80.0,151000.0,7541.0,314.5833333333333,0.04171639481943155,2nd part
Male,Yes,1,Graduate,No,2014,2925.0,360.0,1.0,Urban,N,70.0,113000.0,4939.0,313.8888888888889,0.0635531259139277,1st part
Male,Yes,0,Not Graduate,No,1800,2934.0,360.0,0.0,Urban,N,25.0,93000.0,4734.0,258.3333333333333,0.05456977890437966,1st part
Male,Yes,0,Not Graduate,No,2875,1750.0,360.0,1.0,Semiurban,Y,57.0,105000.0,4625.0,291.6666666666667,0.06306306306306307,1st part
Female,No,0,Graduate,No,5000,0.0,360.0,1.0,Rural,Y,35.0,132000.0,5000.0,366.6666666666667,0.07333333333333333,1st part
Male,Yes,1,Graduate,No,1625,1803.0,360.0,1.0,Urban,Y,50.0,96000.0,3428.0,266.6666666666667,0.07779074290159471,1st part
Male,No,0,Graduate,No,4000,2500.0,360.0,1.0,Rural,Y,46.0,140000.0,6500.0,388.8888888888889,0.05982905982905983,2nd part
Male,No,0,Not Graduate,No,2000,0.0,360.0,1.0,Urban,N,19.0,128000.0,2000.0,355.55555555555554,0.17777777777777778,1st part
Female,No,0,Graduate,No,3762,1666.0,360.0,1.0,Rural,Y,54.0,135000.0,5428.0,375.0,0.06908621960206338,2nd part
Female,No,0,Graduate,No,2400,1863.0,360.0,0.0,Urban,N,26.0,104000.0,4263.0,288.8888888888889,0.06776657022962443,1st part
Male,Yes,2,Not Graduate,No,7667,0.0,360.0,1.0,Rural,Y,55.0,185000.0,7667.0,513.8888888888889,0.06702607133023203,2nd part
Female,No,0,Graduate,No,2917,0.0,360.0,1.0,Semiurban,Y,41.0,84000.0,2917.0,233.33333333333334,0.0799908581876357,1st part
Male,No,0,Not Graduate,No,2927,2405.0,360.0,1.0,Semiurban,Y,49.0,111000.0,5332.0,308.3333333333333,0.057826956739184796,2nd part
Female,No,0,Graduate,No,2507,0.0,360.0,1.0,Rural,Y,35.0,56000.0,2507.0,155.55555555555554,0.06204848646013384,1st part
Male,Yes,2,Graduate,Yes,5746,0.0,84.0,1.0,Rural,Y,43.0,144000.0,5746.0,1714.2857142857142,0.2983441897469047,2nd part
Male,Yes,0,Graduate,No,2473,1843.0,360.0,1.0,Rural,N,19.0,159000.0,4316.0,441.6666666666667,0.10233240654927403,1st part
Male,Yes,1,Not Graduate,No,3399,1640.0,180.0,1.0,Urban,Y,56.0,111000.0,5039.0,616.6666666666666,0.12237877885823906,1st part
Male,Yes,2,Graduate,No,3717,0.0,360.0,1.0,Semiurban,Y,43.0,120000.0,3717.0,333.3333333333333,0.08967805577975069,1st part
Male,Yes,0,Graduate,No,2058,2134.0,360.0,1.0,Urban,Y,42.0,88000.0,4192.0,244.44444444444446,0.058312128922815946,1st part
Female,No,1,Graduate,No,3541,0.0,360.0,1.0,Semiurban,Y,35.0,112000.0,3541.0,311.1111111111111,0.08785967554676959,1st part
Male,Yes,1,Graduate,Yes,10000,0.0,360.0,1.0,Rural,N,22.0,155000.0,10000.0,430.55555555555554,0.043055555555555555,3rd part
Male,Yes,0,Graduate,No,2400,2167.0,360.0,1.0,Semiurban,Y,45.0,115000.0,4567.0,319.44444444444446,0.06994623263508747,1st part
Male,Yes,3+,Graduate,No,4342,189.0,360.0,1.0,Semiurban,Y,55.0,124000.0,4531.0,344.44444444444446,0.07601951985090366,1st part
Male,Yes,2,Not Graduate,No,3601,1590.0,360.0,1.0,Rural,Y,57.0,128000.0,5191.0,355.55555555555554,0.06849461675121471,1st part
Female,No,0,Graduate,No,3166,2985.0,360.0,1.0,Rural,Y,57.0,132000.0,6151.0,366.6666666666667,0.0596109033761448,2nd part
Male,Yes,3+,Graduate,No,15000,0.0,360.0,1.0,Rural,Y,46.0,300000.0,15000.0,833.3333333333334,0.05555555555555556,4th part
Male,Yes,1,Graduate,Yes,8666,4983.0,360.0,0.0,Rural,N,25.0,376000.0,13649.0,1044.4444444444443,0.07652168250014245,4th part
Male,No,0,Graduate,No,4917,0.0,360.0,0.0,Rural,Y,35.0,130000.0,4917.0,361.1111111111111,0.07344134860913384,1st part
Male,Yes,0,Graduate,Yes,5818,2160.0,360.0,1.0,Semiurban,Y,35.0,184000.0,7978.0,511.1111111111111,0.06406506782540876,2nd part
Female,Yes,0,Graduate,No,4333,2451.0,360.0,1.0,Urban,N,20.0,110000.0,6784.0,305.55555555555554,0.04504061844863731,2nd part
Female,No,0,Graduate,No,2500,0.0,360.0,1.0,Urban,Y,46.0,67000.0,2500.0,186.11111111111111,0.07444444444444445,1st part
Male,No,1,Graduate,No,4384,1793.0,360.0,1.0,Urban,Y,53.0,117000.0,6177.0,325.0,0.052614537801521775,2nd part
Male,No,0,Graduate,No,2935,0.0,360.0,1.0,Semiurban,Y,54.0,98000.0,2935.0,272.22222222222223,0.09275033125118304,1st part
Male,No,0,Graduate,No,2833,0.0,360.0,1.0,Urban,Y,48.0,71000.0,2833.0,197.22222222222223,0.06961603325881477,1st part
Male,Yes,1,Graduate,Yes,9833,1833.0,180.0,1.0,Urban,Y,55.0,182000.0,11666.0,1011.1111111111111,0.08667161933062842,3rd part
Male,Yes,0,Graduate,Yes,5503,4490.0,360.0,1.0,Semiurban,Y,55.0,70000.0,9993.0,194.44444444444446,0.01945806509000745,3rd part
Male,Yes,1,Graduate,No,5250,688.0,360.0,1.0,Rural,Y,36.0,160000.0,5938.0,444.44444444444446,0.07484749822237192,2nd part
Male,Yes,2,Graduate,Yes,2500,4600.0,360.0,1.0,Rural,Y,36.0,176000.0,7100.0,488.8888888888889,0.06885758998435056,2nd part
Female,No,3+,Not Graduate,No,1830,0.0,360.0,0.0,Urban,N,22.0,128000.0,1830.0,355.55555555555554,0.19429265330904674,1st part
Female,No,0,Graduate,No,4160,0.0,360.0,1.0,Semiurban,Y,37.0,71000.0,4160.0,197.22222222222223,0.04740918803418803,1st part
Male,Yes,3+,Not Graduate,No,2647,1587.0,360.0,1.0,Rural,N,26.0,173000.0,4234.0,480.55555555555554,0.11349918647981945,1st part
Female,No,0,Graduate,No,2378,0.0,360.0,1.0,Rural,N,21.0,46000.0,2378.0,127.77777777777777,0.05373329595364919,1st part
Male,Yes,1,Not Graduate,No,4554,1229.0,360.0,1.0,Urban,Y,48.0,158000.0,5783.0,438.8888888888889,0.07589294291697889,2nd part
Male,Yes,3+,Not Graduate,No,3173,0.0,360.0,1.0,Semiurban,Y,56.0,74000.0,3173.0,205.55555555555554,0.06478271527121196,1st part
Male,Yes,2,Graduate,No,2583,2330.0,360.0,1.0,Rural,Y,41.0,125000.0,4913.0,347.22222222222223,0.07067417509102834,1st part
Male,Yes,0,Graduate,No,2499,2458.0,360.0,1.0,Semiurban,Y,34.0,160000.0,4957.0,444.44444444444446,0.089659964584314,1st part
Male,Yes,0,Not Graduate,No,3523,3230.0,360.0,0.0,Rural,N,22.0,152000.0,6753.0,422.22222222222223,0.06252365203942281,2nd part
Male,Yes,2,Not Graduate,No,3083,2168.0,360.0,1.0,Urban,Y,37.0,126000.0,5251.0,350.0,0.0666539706722529,1st part
Male,Yes,0,Graduate,No,6333,4583.0,360.0,1.0,Semiurban,Y,33.0,259000.0,10916.0,719.4444444444445,0.06590733276332397,3rd part
Male,Yes,0,Graduate,No,2625,6250.0,360.0,1.0,Rural,Y,37.0,187000.0,8875.0,519.4444444444445,0.05852895148669797,2nd part
Male,Yes,0,Graduate,No,9083,0.0,360.0,1.0,Semiurban,Y,41.0,228000.0,9083.0,633.3333333333334,0.06972732944328233,2nd part
Male,No,0,Graduate,No,8750,4167.0,360.0,1.0,Rural,N,27.0,308000.0,12917.0,855.5555555555555,0.06623484985333712,3rd part
Male,Yes,3+,Graduate,No,2666,2083.0,360.0,1.0,Rural,Y,47.0,95000.0,4749.0,263.8888888888889,0.05556725392480289,1st part
Female,Yes,0,Graduate,Yes,5500,0.0,360.0,0.0,Rural,N,24.0,105000.0,5500.0,291.6666666666667,0.05303030303030303,2nd part
Female,Yes,0,Graduate,No,2423,505.0,360.0,1.0,Semiurban,Y,34.0,130000.0,2928.0,361.1111111111111,0.12333029751062537,1st part
Female,No,0,Graduate,No,3813,0.0,180.0,1.0,Urban,Y,42.0,116000.0,3813.0,644.4444444444445,0.16901244281260017,1st part
Male,Yes,2,Graduate,No,8333,3167.0,360.0,1.0,Rural,Y,36.0,165000.0,11500.0,458.3333333333333,0.03985507246376811,3rd part
Male,Yes,1,Graduate,No,3875,0.0,360.0,1.0,Urban,N,20.0,67000.0,3875.0,186.11111111111111,0.04802867383512545,1st part
Male,Yes,0,Not Graduate,No,3000,1666.0,480.0,0.0,Urban,N,25.0,100000.0,4666.0,208.33333333333334,0.04464923560508644,1st part
Male,Yes,3+,Graduate,No,5167,3167.0,360.0,1.0,Semiurban,Y,35.0,200000.0,8334.0,555.5555555555555,0.06666133375996587,2nd part
Female,No,1,Graduate,No,4723,0.0,360.0,1.0,Semiurban,N,25.0,81000.0,4723.0,225.0,0.047639212365022235,1st part
Male,Yes,2,Graduate,No,5000,3667.0,360.0,1.0,Semiurban,Y,48.0,236000.0,8667.0,655.5555555555555,0.07563811648269939,2nd part
Male,Yes,0,Graduate,No,4750,2333.0,360.0,1.0,Urban,Y,35.0,130000.0,7083.0,361.1111111111111,0.05098279134704378,2nd part
Male,Yes,0,Graduate,No,3013,3033.0,300.0,1.0,Urban,Y,55.0,95000.0,6046.0,316.6666666666667,0.052376226706362335,2nd part
Male,No,0,Graduate,Yes,6822,0.0,360.0,1.0,Rural,Y,55.0,141000.0,6822.0,391.6666666666667,0.05741229356005082,2nd part
Male,No,0,Not Graduate,No,6216,0.0,360.0,1.0,Rural,N,25.0,133000.0,6216.0,369.44444444444446,0.059434434434434434,2nd part
Male,No,0,Graduate,No,2500,0.0,480.0,1.0,Semiurban,N,22.0,96000.0,2500.0,200.0,0.08,1st part
Male,No,0,Graduate,No,5124,0.0,360.0,0.0,Rural,N,28.0,124000.0,5124.0,344.44444444444446,0.06722178853326395,1st part
Male,Yes,1,Graduate,No,6325,0.0,360.0,1.0,Semiurban,Y,34.0,175000.0,6325.0,486.1111111111111,0.07685551163812034,2nd part
Female,No,0,Graduate,Yes,15759,0.0,360.0,1.0,Semiurban,Y,37.0,55000.0,15759.0,152.77777777777777,0.00969463657451474,4th part
Male,Yes,2,Graduate,No,5185,0.0,360.0,1.0,Semiurban,Y,49.0,155000.0,5185.0,430.55555555555554,0.08303867995285545,1st part
Male,Yes,2,Graduate,Yes,9323,7873.0,300.0,1.0,Rural,Y,55.0,380000.0,17196.0,1266.6666666666667,0.07366054121113437,5th part
Male,No,1,Graduate,No,3062,1987.0,180.0,0.0,Urban,N,26.0,111000.0,5049.0,616.6666666666666,0.12213639664620056,1st part
Female,No,0,Graduate,No,2764,1459.0,360.0,1.0,Urban,Y,53.0,110000.0,4223.0,305.55555555555554,0.07235509248296366,1st part
Male,Yes,0,Graduate,No,4817,923.0,180.0,1.0,Urban,Y,57.0,120000.0,5740.0,666.6666666666666,0.11614401858304296,2nd part
Male,Yes,3+,Graduate,No,8750,4996.0,360.0,1.0,Rural,Y,49.0,130000.0,13746.0,361.1111111111111,0.026270268522560095,4th part
Male,Yes,0,Graduate,No,4310,0.0,360.0,1.0,Semiurban,Y,34.0,130000.0,4310.0,361.1111111111111,0.08378448053622067,1st part
Male,No,0,Graduate,No,3069,0.0,480.0,1.0,Urban,N,22.0,71000.0,3069.0,147.91666666666666,0.048197024003475614,1st part
Male,Yes,2,Graduate,No,5391,0.0,360.0,1.0,Urban,Y,45.0,130000.0,5391.0,361.1111111111111,0.06698406809703415,2nd part
Male,Yes,0,Graduate,No,3333,2500.0,360.0,1.0,Semiurban,Y,42.0,128000.0,5833.0,355.55555555555554,0.06095586414461779,2nd part
Male,No,0,Graduate,No,5941,4232.0,360.0,1.0,Semiurban,Y,40.0,296000.0,10173.0,822.2222222222222,0.0808239675830357,3rd part
Female,No,0,Graduate,No,6000,0.0,360.0,1.0,Urban,Y,53.0,156000.0,6000.0,433.3333333333333,0.07222222222222222,2nd part
Male,No,0,Graduate,Yes,7167,0.0,360.0,1.0,Urban,Y,32.0,128000.0,7167.0,355.55555555555554,0.04961009565446568,2nd part
